id,"propinsi","kota_kab","kecamatan","kode",reguler,reguler_etd,oke,oke_etd
4676,"SULAWESI SELATAN","KAB. LUWU TIMUR","Nuha","UPG23204",69,6,60,8
4677,"SULAWESI SELATAN","KAB. LUWU TIMUR","Tomoni","UPG23205",69,6,60,8
4678,"SULAWESI SELATAN","KAB. LUWU TIMUR","Towuti","UPG23206",69,6,60,8
4679,"SULAWESI SELATAN","KAB. LUWU TIMUR","Wotu","UPG23207",69,6,60,8
4680,"SULAWESI SELATAN","KAB. LUWU UTARA","Baebunta","UPG23301",69,6,60,8
4681,"SULAWESI SELATAN","KAB. LUWU UTARA","Bone-Bone","UPG23302",69,6,60,8
4682,"SULAWESI SELATAN","KAB. LUWU UTARA","Limbong","UPG23303",69,6,60,8
4683,"SULAWESI SELATAN","KAB. LUWU UTARA","Malangke","UPG23304",69,6,60,8
4684,"SULAWESI SELATAN","KAB. LUWU UTARA","Malangke Barat","UPG23305",69,6,60,8
4685,"SULAWESI SELATAN","KAB. LUWU UTARA","Mappedeceng","UPG23306",69,6,60,8
4686,"SULAWESI SELATAN","KAB. LUWU UTARA","Masamba","UPG23300",53,4,46,6
4687,"SULAWESI SELATAN","KAB. LUWU UTARA","Rampi","UPG23307",69,6,60,8
4688,"SULAWESI SELATAN","KAB. LUWU UTARA","Sabbang","UPG23308",69,6,60,8
4689,"SULAWESI SELATAN","KAB. LUWU UTARA","Seko","UPG23309",69,6,60,8
4690,"SULAWESI SELATAN","KAB. LUWU UTARA","Sukamaju","UPG23310",69,6,60,8
4691,"SULAWESI SELATAN","KAB. MAROS","Bantimurung","UPG20801",47,4,37,6
4692,"SULAWESI SELATAN","KAB. MAROS","Camba","UPG20802",47,4,37,6
4693,"SULAWESI SELATAN","KAB. MAROS","Cenrana","UPG20807",47,4,37,6
4694,"SULAWESI SELATAN","KAB. MAROS","Lau","UPG20808",47,4,37,6
4695,"SULAWESI SELATAN","KAB. MAROS","Mallawa","UPG20803",47,4,37,6
4696,"SULAWESI SELATAN","KAB. MAROS","Mandai","UPG20804",47,4,37,6
4697,"SULAWESI SELATAN","KAB. MAROS","Maros","UPG20800",36,2,29,4
4698,"SULAWESI SELATAN","KAB. MAROS","Maros Baru","UPG20809",36,2,29,4
4699,"SULAWESI SELATAN","KAB. MAROS","Maros Utara","UPG20805",36,2,29,4
4700,"SULAWESI SELATAN","KAB. MAROS","Marusu","UPG20810",47,4,37,6
4701,"SULAWESI SELATAN","KAB. MAROS","Moncongloe","UPG20811",47,4,37,6
4702,"SULAWESI SELATAN","KAB. MAROS","Simbang","UPG20812",47,4,37,6
4703,"SULAWESI SELATAN","KAB. MAROS","Tanralili","UPG20806",47,4,37,6
4704,"SULAWESI SELATAN","KAB. MAROS","Tompu Bulu","UPG20813",47,4,37,6
4705,"SULAWESI SELATAN","KAB. MAROS","Turikale","UPG20814",47,4,37,6
4706,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Balocci","UPG22101",71,6,64,8
4707,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Bungoro","UPG22102",71,6,64,8
4708,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Kalukuang Masalima","UPG22109",71,6,64,8
4709,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Labakkang","UPG22103",71,6,64,8
4710,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Liukang Tangaya","UPG22105",71,6,64,8
4711,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Liukang Tupabbiring","UPG22106",71,6,64,8
4712,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Mandalle","UPG22110",71,6,64,8
4713,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Ma'Rang","UPG22107",71,6,64,8
4714,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Minasa Te'ne","UPG22111",71,6,64,8
4715,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Pangkajene","UPG22100",69,4,60,6
4716,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Segeri","UPG22108",71,6,64,8
4717,"SULAWESI SELATAN","KAB. PANGKAJENE KEPULAUAN","Tondong Talasa","UPG22112",71,6,64,8
4718,"SULAWESI SELATAN","KAB. PINRANG","Batulappa","UPG21108",58,5,48,7
4719,"SULAWESI SELATAN","KAB. PINRANG","Cempa","UPG21101",58,5,48,7
4720,"SULAWESI SELATAN","KAB. PINRANG","Duampanua","UPG21102",58,5,48,7
4721,"SULAWESI SELATAN","KAB. PINRANG","Lanrisang","UPG21109",58,5,48,7
4722,"SULAWESI SELATAN","KAB. PINRANG","Lembang","UPG21103",58,5,48,7
4723,"SULAWESI SELATAN","KAB. PINRANG","Mattiro Bulu","UPG21104",58,5,48,7
4724,"SULAWESI SELATAN","KAB. PINRANG","Mattirosompe","UPG21105",58,5,48,7
4725,"SULAWESI SELATAN","KAB. PINRANG","Paleteang","UPG21110",58,5,48,7
4726,"SULAWESI SELATAN","KAB. PINRANG","Patampanua","UPG21106",58,5,48,7
4727,"SULAWESI SELATAN","KAB. PINRANG","Pinrang","UPG21100",45,3,37,5
4728,"SULAWESI SELATAN","KAB. PINRANG","Suppa","UPG21107",58,5,48,7
4729,"SULAWESI SELATAN","KAB. PINRANG","Tiroang","UPG21111",58,5,48,7
4730,"SULAWESI SELATAN","KAB. PINRANG","Watang Sawitto","UPG21112",58,5,48,7
4731,"SULAWESI SELATAN","KAB. SELAYAR","Benteng","UPG22000",58,4,47,6
4732,"SULAWESI SELATAN","KAB. SELAYAR","Bontoharu","UPG22005",71,6,56,8
4733,"SULAWESI SELATAN","KAB. SELAYAR","Bontomanai","UPG22006",71,6,56,8
4734,"SULAWESI SELATAN","KAB. SELAYAR","Bontomatene","UPG22002",71,6,56,8
4735,"SULAWESI SELATAN","KAB. SELAYAR","Bontosikuyu","UPG22001",71,6,56,8
4736,"SULAWESI SELATAN","KAB. SELAYAR","Pasilambena","UPG22007",71,6,56,8
4737,"SULAWESI SELATAN","KAB. SELAYAR","Pasimarannu","UPG22003",71,6,56,8
4738,"SULAWESI SELATAN","KAB. SELAYAR","Pasimassunggu","UPG22004",71,6,56,8
4739,"SULAWESI SELATAN","KAB. SELAYAR","Takabonerate","UPG22008",71,6,56,8
4740,"SULAWESI SELATAN","KAB. SINJAI","Bulupoddo","UPG21507",60,5,47,7
4741,"SULAWESI SELATAN","KAB. SINJAI","Pulau Sembilan","UPG21508",60,5,47,7
4742,"SULAWESI SELATAN","KAB. SINJAI","Sinjai","UPG21500",48,3,38,5
4743,"SULAWESI SELATAN","KAB. SINJAI","Sinjai Barat","UPG21501",48,3,38,5
4744,"SULAWESI SELATAN","KAB. SINJAI","Sinjai Borong","UPG21509",48,3,38,5
4745,"SULAWESI SELATAN","KAB. SINJAI","Sinjai Selatan","UPG21503",48,3,38,5
4746,"SULAWESI SELATAN","KAB. SINJAI","Sinjai Tengah","UPG21504",48,3,38,5
4747,"SULAWESI SELATAN","KAB. SINJAI","Sinjai Timur","UPG21505",48,3,38,5
4748,"SULAWESI SELATAN","KAB. SINJAI","Sinjai Utara","UPG21506",48,5,38,5
4749,"SULAWESI SELATAN","KAB. SINJAI","Tellu Limpoe","UPG21510",60,5,47,7
4750,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Baranti","UPG21301",60,5,48,7
4751,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Duapitue","UPG21302",60,5,48,7
4752,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Kulo","UPG21307",60,5,48,7
4753,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Maritengngae","UPG21308",60,5,48,7
4754,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Panca Lautang","UPG21304",60,5,48,7
4755,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Panca Rijang","UPG21303",60,5,48,7
4756,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Pitu Riase","UPG21309",60,5,48,7
4757,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Pitu Riawa","UPG21310",60,5,48,7
4758,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Sidenreng","UPG21300",45,3,37,5
4759,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Tellulimpo E","UPG21305",60,5,48,7
4760,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Watang Pulu","UPG21306",60,5,48,7
4761,"SULAWESI SELATAN","KAB. SINDENRENG RAPPANG","Sidrap","UPG21312",60,5,48,7
4762,"SULAWESI SELATAN","KAB. SOPPENG","Donri Donri","UPG21901",62,5,49,7
4763,"SULAWESI SELATAN","KAB. SOPPENG","Ganra","UPG21906",62,5,49,7
4764,"SULAWESI SELATAN","KAB. SOPPENG","Lalabata","UPG21907",62,5,49,7
4765,"SULAWESI SELATAN","KAB. SOPPENG","Lili Riaja","UPG21902",62,5,49,7
4766,"SULAWESI SELATAN","KAB. SOPPENG","Lili Rilau","UPG21903",62,5,49,7
4767,"SULAWESI SELATAN","KAB. SOPPENG","Mario Riawa","UPG21905",62,5,49,7
4768,"SULAWESI SELATAN","KAB. SOPPENG","Mario Riwawo","UPG21904",62,5,49,7
4769,"SULAWESI SELATAN","KAB. SOPPENG","Watansoppeng","UPG21900",47,3,38,5
4770,"SULAWESI SELATAN","KAB. TAKALAR","Galesong Selatan","UPG21701",48,5,39,7
4771,"SULAWESI SELATAN","KAB. TAKALAR","Galesong Utara","UPG21702",48,5,39,7
4772,"SULAWESI SELATAN","KAB. TAKALAR","Kota Takalar","UPG21700",37,3,30,5
4773,"SULAWESI SELATAN","KAB. TAKALAR","Mangara Bombang","UPG21703",48,5,39,7
4774,"SULAWESI SELATAN","KAB. TAKALAR","Mappakasunggu","UPG21704",48,5,39,7
4775,"SULAWESI SELATAN","KAB. TAKALAR","Patallassang","UPG21705",48,5,39,7
4776,"SULAWESI SELATAN","KAB. TAKALAR","Polobangkeng Selatan","UPG21706",48,5,39,7
4777,"SULAWESI SELATAN","KAB. TAKALAR","Polobangkeng Utara","UPG21707",48,5,39,7
4778,"SULAWESI SELATAN","KAB. TANA TORAJA","Bituang","UPG20609",54,5,43,7
4779,"SULAWESI SELATAN","KAB. TANA TORAJA","Bonggakaradeng","UPG20601",54,5,43,7
4780,"SULAWESI SELATAN","KAB. TANA TORAJA","Makale","UPG20600",44,3,35,5
4781,"SULAWESI SELATAN","KAB. TANA TORAJA","Mengkendek","UPG20602",54,5,43,7
4782,"SULAWESI SELATAN","KAB. TANA TORAJA","Rantetayo","UPG20611",54,5,43,7
4783,"SULAWESI SELATAN","KAB. TANA TORAJA","Saluputti","UPG20603",54,5,43,7
4784,"SULAWESI SELATAN","KAB. TANA TORAJA","Sangalla","UPG20604",54,5,43,7
4785,"SULAWESI SELATAN","KAB. TANA TORAJA","Simbuang","UPG20613",54,5,43,7
4786,"SULAWESI SELATAN","KAB. TANA TORAJA","Gandang Batu Silang","UPG20616",54,5,43,7
4787,"SULAWESI SELATAN","KAB. TANA TORAJA","Kurra","UPG20617",54,5,43,7
4788,"SULAWESI SELATAN","KAB. TANA TORAJA","Makale Selatan","UPG20618",54,5,43,7
4789,"SULAWESI SELATAN","KAB. TANA TORAJA","Makale Utara","UPG20619",54,5,43,7
4790,"SULAWESI SELATAN","KAB. TANA TORAJA","Mappak","UPG20620",54,5,43,7
4791,"SULAWESI SELATAN","KAB. TANA TORAJA","Masanda","UPG20621",54,5,43,7
4792,"SULAWESI SELATAN","KAB. TANA TORAJA","Malimbong Balepe","UPG20622",54,5,43,7
4793,"SULAWESI SELATAN","KAB. TANA TORAJA","Rano","UPG20623",54,5,43,7
4794,"SULAWESI SELATAN","KAB. TANA TORAJA","Rembon","UPG20624",54,5,43,7
4795,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Awan Rante Karua","UPG20626",54,5,43,7
4796,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Balusu","UPG20627",54,5,43,7
4797,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Bangkelekila","UPG20628",54,5,43,7
4798,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Baruppu","UPG20629",54,5,43,7
4799,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Buntao Rantebua","UPG20610",54,5,43,7
4800,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Buntu Pepasan","UPG20630",54,5,43,7
4801,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Denpina/Dende Piongan Napo","UPG20631",54,5,43,7
4802,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Kapala Pitu","UPG20632",54,5,43,7
4803,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Kesu","UPG20633",54,5,43,7
4804,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Nanggala","UPG20634",54,5,43,7
4805,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Rantebua","UPG20635",54,5,43,7
4806,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Rantepao","UPG20605",44,3,35,5
4807,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Rindingalo","UPG20606",54,5,43,7
4808,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Sa'dan Balusu","UPG20612",54,5,43,7
4809,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Sanggalangi","UPG20607",54,5,43,7
4810,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Sesean","UPG20608",54,5,43,7
4811,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Soloara","UPG20625",54,5,43,7
4812,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Sopai","UPG20637",54,5,43,7
4813,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Tallunglipu","UPG20638",54,5,43,7
4814,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Tikala","UPG20639",54,5,43,7
4815,"SULAWESI SELATAN","KAB. TANA TORAJA UTARA","Tondon Nanggala","UPG20614",54,5,43,7
4816,"SULAWESI SELATAN","KOTA WAJO","Belawa","UPG21401",55,5,43,7
4817,"SULAWESI SELATAN","KOTA WAJO","Bola","UPG21410",55,5,43,7
4818,"SULAWESI SELATAN","KOTA WAJO","Gilireng","UPG21411",55,5,43,7
4819,"SULAWESI SELATAN","KOTA WAJO","Keera","UPG21412",55,5,43,7
4820,"SULAWESI SELATAN","KOTA WAJO","Majauleng","UPG21402",55,5,43,7
4821,"SULAWESI SELATAN","KOTA WAJO","Maniang Pajo","UPG21403",55,5,43,7
4822,"SULAWESI SELATAN","KOTA WAJO","Penrang","UPG21413",55,5,43,7
4823,"SULAWESI SELATAN","KOTA WAJO","Pitumpanua","UPG21405",55,5,43,7
4824,"SULAWESI SELATAN","KOTA WAJO","Sabbang Paru","UPG21406",55,5,43,7
4825,"SULAWESI SELATAN","KOTA WAJO","Sajoanging","UPG21407",55,5,43,7
4826,"SULAWESI SELATAN","KOTA WAJO","Sengkang","UPG21400",45,3,35,5
4827,"SULAWESI SELATAN","KOTA WAJO","Takkalalla","UPG21408",55,5,43,7
4828,"SULAWESI SELATAN","KOTA WAJO","Tana Sitolo","UPG21409",55,5,43,7
4829,"SULAWESI SELATAN","KOTA WAJO","Tempe","UPG21414",55,5,43,7
4830,"SULAWESI SELATAN","KOTA WAJO","Pamanna","UPG21404",55,5,43,7
4831,"SULAWESI SELATAN","KOTA MAKASSAR","Biring Kanaya","UPG10004",28,2,22,4
4832,"SULAWESI SELATAN","KOTA MAKASSAR","Bontoala","UPG10005",28,2,22,4
4833,"SULAWESI SELATAN","KOTA MAKASSAR","Makassar/Ujung Pandang","UPG10000",28,2,22,4
4834,"SULAWESI SELATAN","KOTA MAKASSAR","Mamajang","UPG10006",28,2,22,4
4835,"SULAWESI SELATAN","KOTA MAKASSAR","Manggala","UPG10007",28,2,22,4
4836,"SULAWESI SELATAN","KOTA MAKASSAR","Mariso","UPG10008",28,2,22,4
4837,"SULAWESI SELATAN","KOTA MAKASSAR","Panakkukang","UPG10009",28,2,22,4
4838,"SULAWESI SELATAN","KOTA MAKASSAR","Rappocini","UPG10010",28,2,22,4
4839,"SULAWESI SELATAN","KOTA MAKASSAR","Tallo","UPG10011",28,2,22,4
4840,"SULAWESI SELATAN","KOTA MAKASSAR","Tamalanrea","UPG10012",28,2,22,4
4841,"SULAWESI SELATAN","KOTA MAKASSAR","Tamalate","UPG10003",28,2,22,4
4842,"SULAWESI SELATAN","KOTA MAKASSAR","Ujung Tanah","UPG10013",28,2,22,4
4843,"SULAWESI SELATAN","KOTA MAKASSAR","Wajo","UPG10014",28,2,22,4
4844,"SULAWESI SELATAN","KOTA PALOPO","Palopo","UPG21000",45,3,35,5
4845,"SULAWESI SELATAN","KOTA PALOPO","Telluwanua","UPG21020",45,3,35,5
4846,"SULAWESI SELATAN","KOTA PALOPO","Wara","UPG21021",45,3,35,5
4847,"SULAWESI SELATAN","KOTA PALOPO","Wara Selatan","UPG21022",45,3,35,5
4848,"SULAWESI SELATAN","KOTA PALOPO","Wara Utara","UPG21023",45,3,35,5
4849,"SULAWESI SELATAN","KOTA PARE-PARE","Bacukiki","UPG22301",45,2,38,4
4850,"SULAWESI SELATAN","KOTA PARE-PARE","Pare - Pare","UPG22300",45,2,38,4
4851,"SULAWESI SELATAN","KOTA PARE-PARE","Soreang","UPG22302",45,2,38,4
4852,"SULAWESI SELATAN","KOTA PARE-PARE","Ujung","UPG22303",45,2,38,4
4853,"SULAWESI TENGGARA","KAB. BOMBANA","Kabaena","KDI20501",69,6,62,8
4854,"SULAWESI TENGGARA","KAB. BOMBANA","Kabaena Timur","KDI20502",69,6,62,8
4855,"SULAWESI TENGGARA","KAB. BOMBANA","Poleang","KDI20503",69,6,62,8
4856,"SULAWESI TENGGARA","KAB. BOMBANA","Poleang Barat","KDI20504",69,6,62,8
4857,"SULAWESI TENGGARA","KAB. BOMBANA","Poleang Timur","KDI20505",69,6,62,8
4858,"SULAWESI TENGGARA","KAB. BOMBANA","Rarowatu","KDI20506",69,6,62,8
4859,"SULAWESI TENGGARA","KAB. BOMBANA","Rumbia","KDI20500",67,4,55,6
4860,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Batauga","KDI20601",69,6,62,8
4861,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Batu Atas","KDI20602",69,6,62,8
4862,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Gu","KDI20603",69,6,62,8
4863,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Kadatua","KDI20604",69,6,62,8
4864,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Kapontori","KDI20605",69,6,62,8
4865,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Lakudo","KDI20606",69,6,62,8
4866,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Lasalimu","KDI20607",69,6,62,8
4867,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Lasalimu Selatan","KDI20608",69,6,62,8
4868,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Mawasangka","KDI20609",69,6,62,8
4869,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Mawasangka Timur","KDI20610",69,6,62,8
4870,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Pasar Wajo","KDI20600",68,4,58,6
4871,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Sampolawa","KDI20611",69,6,62,8
4872,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Siompu","KDI20612",69,6,62,8
4873,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Talaga Raya","KDI20613",69,6,62,8
4874,"SULAWESI TENGGARA","KAB. BUTON & BUTON UTARA","Buranga","KDI20614",69,6,62,8
4875,"SULAWESI TENGGARA","KAB. KOLAKA","Baula","KDI20213",72,5,62,7
4876,"SULAWESI TENGGARA","KAB. KOLAKA","Kolaka","KDI20200",59,3,48,5
4877,"SULAWESI TENGGARA","KAB. KOLAKA","Ladongi","KDI20202",72,5,62,7
4878,"SULAWESI TENGGARA","KAB. KOLAKA","Lambadia","KDI20214",72,5,62,7
4879,"SULAWESI TENGGARA","KAB. KOLAKA","Latambaga","KDI20215",72,5,62,7
4880,"SULAWESI TENGGARA","KAB. KOLAKA","Mowewe","KDI20204",72,5,62,7
4881,"SULAWESI TENGGARA","KAB. KOLAKA","Pomalaa","KDI20206",72,5,62,7
4882,"SULAWESI TENGGARA","KAB. KOLAKA","Samaturu","KDI20216",72,5,62,7
4883,"SULAWESI TENGGARA","KAB. KOLAKA","Tanggetada","KDI20217",72,5,62,7
4884,"SULAWESI TENGGARA","KAB. KOLAKA","Tirawuta","KDI20209",72,5,62,7
4885,"SULAWESI TENGGARA","KAB. KOLAKA","Uluiwoi","KDI20218",72,5,62,7
4886,"SULAWESI TENGGARA","KAB. KOLAKA","Watubangga","KDI20210",72,5,62,7
4887,"SULAWESI TENGGARA","KAB. KOLAKA","Wolo","KDI20211",72,5,62,7
4888,"SULAWESI TENGGARA","KAB. KOLAKA","Wundulako","KDI20212",72,5,62,7
4889,"SULAWESI TENGGARA","KAB. KOLAKA UTARA","Batu Putih","KDI20701",71,5,66,7
4890,"SULAWESI TENGGARA","KAB. KOLAKA UTARA","Kodeoha","KDI20702",71,5,66,7
4891,"SULAWESI TENGGARA","KAB. KOLAKA UTARA","Lasusua","KDI20700",60,3,51,5
4892,"SULAWESI TENGGARA","KAB. KOLAKA UTARA","Ngapa","KDI20703",71,5,66,7
4893,"SULAWESI TENGGARA","KAB. KOLAKA UTARA","Pakue","KDI20704",71,5,66,7
4894,"SULAWESI TENGGARA","KAB. KOLAKA UTARA","Ranteangin","KDI20705",71,5,66,7
4895,"SULAWESI TENGGARA","KAB. KONAWE","Abuki","KDI20401",72,5,62,7
4896,"SULAWESI TENGGARA","KAB. KONAWE","Asera","KDI20405",72,5,62,7
4897,"SULAWESI TENGGARA","KAB. KONAWE","Bondoala Sampara","KDI20410",72,5,62,7
4898,"SULAWESI TENGGARA","KAB. KONAWE","Lambuya","KDI20402",72,5,62,7
4899,"SULAWESI TENGGARA","KAB. KONAWE","Lasolo","KDI20406",72,5,62,7
4900,"SULAWESI TENGGARA","KAB. KONAWE","Latoma","KDI20411",72,5,62,7
4901,"SULAWESI TENGGARA","KAB. KONAWE","Pondidaha","KDI20403",72,5,62,7
4902,"SULAWESI TENGGARA","KAB. KONAWE","Sawa","KDI20412",72,5,62,7
4903,"SULAWESI TENGGARA","KAB. KONAWE","Soropia","KDI20407",72,5,62,7
4904,"SULAWESI TENGGARA","KAB. KONAWE","Tongauna","KDI20413",72,5,62,7
4905,"SULAWESI TENGGARA","KAB. KONAWE","Uepai","KDI20414",72,5,62,7
4906,"SULAWESI TENGGARA","KAB. KONAWE","Unaaha","KDI20400",58,3,48,5
4907,"SULAWESI TENGGARA","KAB. KONAWE","Wawonii","KDI20408",72,5,62,7
4908,"SULAWESI TENGGARA","KAB. KONAWE","Waworete","KDI20409",72,5,62,7
4909,"SULAWESI TENGGARA","KAB. KONAWE","Wawotobi","KDI20404",72,5,62,7
4910,"SULAWESI TENGGARA","KAB. KONAWE","Wonggeduku","KDI20415",72,5,62,7
4911,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Andolo/Wanggodo","KDI20800",60,3,51,5
4912,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Angata","KDI20801",69,5,61,7
4913,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Kolono","KDI20802",69,5,61,7
4914,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Konda","KDI20803",69,5,61,7
4915,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Lainea","KDI20804",69,5,61,7
4916,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Landono","KDI20805",69,5,61,7
4917,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Laonti","KDI20806",69,5,61,7
4918,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Moramo","KDI20807",69,5,61,7
4919,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Palangga","KDI20808",69,5,61,7
4920,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Ranomeeto","KDI20809",69,5,61,7
4921,"SULAWESI TENGGARA","KAB. KONAWE UTARA/ SELATAN","Tinanggea","KDI20810",69,5,61,7
4922,"SULAWESI TENGGARA","KAB. MUNA","Barangka","KDI20332",69,5,62,7
4923,"SULAWESI TENGGARA","KAB. MUNA","Batalaiworu","KDI20318",69,5,62,7
4924,"SULAWESI TENGGARA","KAB. MUNA","Bonegunu","KDI20301",69,5,62,7
4925,"SULAWESI TENGGARA","KAB. MUNA","Duruka Bone","KDI20302",69,5,62,7
4926,"SULAWESI TENGGARA","KAB. MUNA","Kabangka","KDI20304",69,5,62,7
4927,"SULAWESI TENGGARA","KAB. MUNA","Kabawo","KDI20305",69,5,62,7
4928,"SULAWESI TENGGARA","KAB. MUNA","Kambowa","KDI20333",69,5,62,7
4929,"SULAWESI TENGGARA","KAB. MUNA","Katobu","KDI20319",69,5,62,7
4930,"SULAWESI TENGGARA","KAB. MUNA","Kontunaga","KDI20320",69,5,62,7
4931,"SULAWESI TENGGARA","KAB. MUNA","Kulisusu","KDI20306",69,5,62,7
4932,"SULAWESI TENGGARA","KAB. MUNA","Kulisusu Barat","KDI20321",69,5,62,7
4933,"SULAWESI TENGGARA","KAB. MUNA","Kulisusu Utara","KDI20322",69,5,62,7
4934,"SULAWESI TENGGARA","KAB. MUNA","Kusambi","KDI20323",69,5,62,7
4935,"SULAWESI TENGGARA","KAB. MUNA","Lasalepa","KDI20324",69,5,62,7
4936,"SULAWESI TENGGARA","KAB. MUNA","Lawa","KDI20307",69,5,62,7
4937,"SULAWESI TENGGARA","KAB. MUNA","Lohia","KDI20308",69,5,62,7
4938,"SULAWESI TENGGARA","KAB. MUNA","Maginti","KDI20325",69,5,62,7
4939,"SULAWESI TENGGARA","KAB. MUNA","Maligano","KDI20326",69,5,62,7
4940,"SULAWESI TENGGARA","KAB. MUNA","Napabalano","KDI20309",69,5,62,7
4941,"SULAWESI TENGGARA","KAB. MUNA","Parigi","KDI20310",69,5,62,7
4942,"SULAWESI TENGGARA","KAB. MUNA","Pasir Putih","KDI20327",69,5,62,7
4943,"SULAWESI TENGGARA","KAB. MUNA","Raha","KDI20300",60,3,48,5
4944,"SULAWESI TENGGARA","KAB. MUNA","Sawerigadi","KDI20312",69,5,62,7
4945,"SULAWESI TENGGARA","KAB. MUNA","Tikep","KDI20328",69,5,62,7
4946,"SULAWESI TENGGARA","KAB. MUNA","Tiworo Tengah","KDI20329",69,5,62,7
4947,"SULAWESI TENGGARA","KAB. MUNA","Tongkuno","KDI20314",69,5,62,7
4948,"SULAWESI TENGGARA","KAB. MUNA","Wakorumba","KDI20330",69,5,62,7
4949,"SULAWESI TENGGARA","KAB. MUNA","Wakorumba Selatan","KDI20316",69,5,62,7
4950,"SULAWESI TENGGARA","KAB. MUNA","Watopute","KDI20334",69,5,62,7
4951,"SULAWESI TENGGARA","KAB. WAKATOBI","Binongko","KDI20904",69,5,59,7
4952,"SULAWESI TENGGARA","KAB. WAKATOBI","Kaledupa","KDI20902",69,5,59,7
4953,"SULAWESI TENGGARA","KAB. WAKATOBI","Tomia","KDI20903",69,5,59,7
4954,"SULAWESI TENGGARA","KAB. WAKATOBI","Wangi-Wangi","KDI20900",58,3,47,5
